OTRN_ID,OTRN_PYRAID,OTRN_PYEAID,OTRN_TRNTYP,OTRN_TRNAMT,OTRN_TRNDAT
3000478,100098,200007,OUTFLOW,6701.35,2024-08-09
3000479,100081,200001,INFLOW,1580.95,2025-12-24
3000480,100003,200023,INFLOW,5677.43,2025-07-16
3000481,100100,200044,OUTFLOW,936.79,2025-10-09
3000482,100047,200097,OUTFLOW,6576.88,2024-12-12
3000483,100014,200004,INFLOW,4412.41,2025-04-29
3000484,100005,200027,INFLOW,4476.79,2025-01-06
3000485,100010,200090,OUTFLOW,13298.87,2026-04-15
3000486,100087,200014,INFLOW,11801.86,2025-01-16
3000487,100009,200096,INFLOW,14491.9,2025-03-14
3000488,100057,200095,INFLOW,12837.59,2025-03-17
3000489,100056,200045,INFLOW,7935.7,2025-10-06
3000490,100003,200014,OUTFLOW,5467.91,2026-04-23
3000491,100008,200043,OUTFLOW,14430.16,2026-07-02
3000492,100088,200028,OUTFLOW,9121.03,2024-11-15
3000493,100063,200033,INFLOW,8981.99,2026-07-30
3000494,100016,200003,OUTFLOW,13512.73,2024-11-10
3000495,100013,200082,OUTFLOW,1237.44,2026-07-06
3000496,100058,200016,OUTFLOW,2199.39,2026-07-11
3000497,100010,200027,OUTFLOW,12544.5,2024-10-31
3000498,100078,200043,OUTFLOW,12520.21,2026-03-23
3000499,100051,200066,OUTFLOW,11877.07,2026-02-03
3000500,100056,200029,OUTFLOW,6451.4,2025-11-12
3000501,100070,200007,INFLOW,9721.98,2025-06-26
3000502,100006,200035,OUTFLOW,11974.54,2024-10-19
3000503,100027,200064,INFLOW,14052.18,2025-05-07
3000504,100072,200024,INFLOW,7435.3,2025-11-13
3000505,100077,200091,INFLOW,11033.23,2025-01-14
3000506,100047,200002,OUTFLOW,3816.16,2025-04-27
3000507,100033,200072,INFLOW,11438.58,2025-08-03
3000508,100079,200033,OUTFLOW,9724.28,2026-07-22
3000509,100084,200004,OUTFLOW,14634.77,2025-09-20
3000510,100095,200057,OUTFLOW,7775.49,2024-07-29
3000511,100094,200058,INFLOW,1207.46,2026-08-05
3000512,100011,200055,INFLOW,3945.97,2026-03-20
3000513,100099,200056,OUTFLOW,8678.21,2025-01-31
3000514,100023,200003,INFLOW,3186.32,2025-09-10
3000515,100034,200068,INFLOW,5019.99,2026-06-17
3000516,100007,200005,OUTFLOW,10423.38,2025-03-23
3000517,100033,200039,INFLOW,5118.41,2026-04-21
3000518,100052,200038,INFLOW,6277.22,2025-11-03
3000519,100028,200045,INFLOW,3212.06,2026-03-20
3000520,100042,200062,OUTFLOW,3631.49,2024-11-30
3000521,100061,200009,OUTFLOW,4613.62,2025-06-01
3000522,100080,200078,OUTFLOW,8720.32,2026-08-13
3000523,100011,200081,OUTFLOW,9746.69,2025-05-19
3000524,100053,200012,INFLOW,7113.07,2025-01-18
3000525,100072,200059,OUTFLOW,5123.32,2026-08-01
3000526,100045,200076,OUTFLOW,7919.79,2024-12-16
3000527,100003,200002,INFLOW,13076.59,2024-11-24
3000528,100035,200043,OUTFLOW,12398.93,2026-07-29
3000529,100036,200006,OUTFLOW,2246.76,2024-11-28
3000530,100033,200094,INFLOW,7410.37,2026-04-05
3000531,100045,200058,INFLOW,10936.57,2025-08-13
3000532,100056,200055,OUTFLOW,1272.31,2025-11-21
3000533,100042,200035,INFLOW,12788.93,2024-09-03
3000534,100068,200001,OUTFLOW,12116.87,2026-05-12
3000535,100081,200088,OUTFLOW,1403.92,2026-04-27
3000536,100016,200067,INFLOW,14519.19,2025-05-17
3000537,100020,200052,OUTFLOW,13244.41,2024-12-02
3000538,100054,200088,OUTFLOW,6598.49,2024-11-21
3000539,100078,200053,INFLOW,9499.46,2025-03-29
3000540,100076,200010,OUTFLOW,6371.68,2024-08-05
3000541,100023,200066,OUTFLOW,8394.75,2026-06-12
3000542,100020,200034,OUTFLOW,9970.74,2024-10-16
3000543,100003,200008,INFLOW,3699.61,2025-05-08
3000544,100079,200100,INFLOW,10104.46,2024-09-18
3000545,100058,200091,OUTFLOW,11371.17,2024-12-10
3000546,100013,200082,OUTFLOW,6936.39,2025-01-17
3000547,100084,200091,OUTFLOW,7676.39,2026-05-27
3000548,100024,200054,OUTFLOW,10334.27,2026-03-14
3000549,100084,200084,INFLOW,3066.73,2026-05-17
3000550,100092,200093,OUTFLOW,736.64,2026-01-31
3000551,100030,200016,OUTFLOW,3802.3,2025-12-29
3000552,100005,200030,OUTFLOW,7991.4,2024-12-14
3000553,100087,200096,INFLOW,4127.34,2024-12-30
3000554,100088,200078,INFLOW,2603.47,2025-07-22
3000555,100040,200031,INFLOW,12394.25,2025-01-20
3000556,100084,200057,INFLOW,13711.48,2025-02-20
3000557,100027,200006,OUTFLOW,7203.25,2026-03-29
3000558,100037,200078,INFLOW,14431.94,2024-09-20
3000559,100012,200096,OUTFLOW,1014.44,2026-03-30
3000560,100010,200039,INFLOW,3409.11,2024-08-29
3000561,100034,200014,INFLOW,9810.28,2025-01-24
3000562,100048,200035,OUTFLOW,8266.24,2026-08-01
3000563,100053,200022,OUTFLOW,1180.11,2025-05-15
3000564,100095,200045,OUTFLOW,8993.61,2026-05-29
3000565,100003,200039,INFLOW,7410.53,2026-06-08
3000566,100035,200065,INFLOW,1576.17,2025-12-17
3000567,100074,200040,INFLOW,3229.25,2026-03-02
3000568,100072,200002,OUTFLOW,10024.77,2024-11-16
3000569,100084,200025,INFLOW,14830.83,2024-10-16
3000570,100069,200051,OUTFLOW,6871.07,2025-06-27
3000571,100050,200086,OUTFLOW,2857.87,2025-06-11
3000572,100088,200095,INFLOW,2905.31,2026-03-01
3000573,100037,200030,INFLOW,5536.83,2026-06-12
3000574,100078,200013,INFLOW,2815.99,2026-05-09
3000575,100020,200015,INFLOW,2378.24,2025-10-15
3000576,100084,200024,INFLOW,6324.64,2024-10-19
3000577,100005,200041,OUTFLOW,9981.98,2025-02-19
3000578,100090,200054,INFLOW,14504.24,2026-07-13
3000579,100066,200024,OUTFLOW,10034.34,2025-06-03
3000580,100007,200069,OUTFLOW,878.91,2024-07-04
3000581,100062,200074,INFLOW,14411.28,2024-11-20
3000582,100057,200061,INFLOW,10840.55,2024-09-17
3000583,100052,200052,INFLOW,12506.2,2026-03-21
3000584,100042,200085,OUTFLOW,7810.24,2025-12-07
3000585,100091,200030,INFLOW,14269.69,2025-04-26
3000586,100019,200033,OUTFLOW,10849.0,2026-07-06
3000587,100011,200060,INFLOW,14006.85,2025-06-18
3000588,100061,200007,INFLOW,3616.02,2024-11-03
3000589,100035,200001,INFLOW,1075.83,2024-07-24
3000590,100050,200069,INFLOW,10989.59,2025-02-23
3000591,100047,200052,INFLOW,10007.11,2026-01-15
3000592,100069,200047,INFLOW,3199.18,2025-08-01
3000593,100062,200062,OUTFLOW,7412.74,2025-05-10
3000594,100044,200010,OUTFLOW,10051.15,2024-08-26
3000595,100010,200026,OUTFLOW,12888.22,2026-06-10
3000596,100003,200018,INFLOW,9456.0,2026-06-11
3000597,100094,200042,INFLOW,14575.31,2025-08-03
3000598,100047,200028,INFLOW,5404.56,2025-12-05
3000599,100024,200097,INFLOW,5898.16,2025-02-15
3000600,100023,200069,INFLOW,8606.3,2024-12-27
3000601,100026,200003,OUTFLOW,8562.81,2025-12-25
3000602,100062,200014,OUTFLOW,13750.32,2026-07-18
3000603,100038,200008,INFLOW,3522.56,2025-03-13
3000604,100099,200043,OUTFLOW,13649.6,2025-12-26
3000605,100034,200066,INFLOW,1463.12,2025-02-25
3000606,100087,200071,INFLOW,6485.08,2024-07-16
3000607,100024,200084,INFLOW,13554.61,2026-04-18
3000608,100050,200070,OUTFLOW,3119.33,2025-01-20
3000609,100001,200033,OUTFLOW,625.9,2025-07-31
3000610,100064,200027,INFLOW,9456.3,2026-01-19
3000611,100009,200079,OUTFLOW,669.92,2025-09-01
3000612,100058,200090,INFLOW,6673.08,2024-12-25
3000613,100027,200044,OUTFLOW,13317.32,2025-07-04
3000614,100100,200039,OUTFLOW,11092.69,2025-09-24
3000615,100093,200005,OUTFLOW,558.57,2025-04-25
3000616,100076,200057,OUTFLOW,4247.84,2025-02-21
3000617,100047,200013,OUTFLOW,1730.85,2025-04-22
3000618,100052,200023,OUTFLOW,4498.01,2024-10-28
3000619,100096,200058,OUTFLOW,2439.31,2025-05-14
3000620,100072,200090,OUTFLOW,510.31,2025-11-11
3000621,100052,200027,OUTFLOW,5688.33,2025-03-21
3000622,100077,200046,OUTFLOW,11993.5,2025-03-05
3000623,100036,200096,INFLOW,11383.67,2026-05-27
3000624,100002,200040,INFLOW,8893.48,2025-11-12
3000625,100071,200028,INFLOW,1413.68,2025-01-22
3000626,100033,200075,OUTFLOW,9243.41,2024-11-06
3000627,100079,200090,INFLOW,13842.74,2026-07-30
3000628,100056,200031,OUTFLOW,4744.86,2026-07-28
3000629,100096,200077,INFLOW,2473.16,2025-04-28
3000630,100069,200091,OUTFLOW,543.45,2025-05-06
3000631,100050,200053,INFLOW,2055.16,2024-09-05
3000632,100100,200066,OUTFLOW,9650.76,2025-12-11
3000633,100074,200059,INFLOW,9716.7,2025-02-06
3000634,100060,200030,INFLOW,9666.9,2025-11-01
3000635,100070,200005,INFLOW,13088.34,2026-02-17
3000636,100094,200030,OUTFLOW,11431.19,2025-07-31
3000637,100054,200031,OUTFLOW,6134.07,2025-12-01
3000638,100011,200083,INFLOW,5771.89,2026-07-06
3000639,100036,200051,INFLOW,13172.26,2025-09-22
3000640,100025,200031,OUTFLOW,12881.15,2025-09-03
3000641,100006,200038,OUTFLOW,14120.12,2026-03-18
3000642,100059,200002,INFLOW,11749.2,2025-12-17
3000643,100037,200001,INFLOW,11080.34,2024-09-11
3000644,100048,200016,INFLOW,14419.23,2025-06-03
3000645,100027,200096,OUTFLOW,9308.55,2026-01-03
3000646,100017,200052,OUTFLOW,6171.91,2024-11-22
3000647,100060,200022,INFLOW,1702.09,2025-09-18
3000648,100048,200022,INFLOW,13416.86,2025-08-15
3000649,100017,200006,INFLOW,1671.88,2025-08-23
3000650,100073,200064,INFLOW,3491.61,2025-01-27
3000651,100009,200049,INFLOW,4786.11,2024-07-31
3000652,100097,200057,INFLOW,12438.11,2025-01-19
3000653,100007,200082,OUTFLOW,9399.47,2025-08-01
3000654,100003,200011,OUTFLOW,14020.98,2025-10-26
3000655,100016,200021,OUTFLOW,11080.98,2026-05-17
3000656,100033,200054,INFLOW,14840.89,2026-05-14
3000657,100085,200090,INFLOW,4948.34,2026-05-14
3000658,100093,200098,INFLOW,5121.63,2024-11-10
3000659,100076,200085,INFLOW,13634.5,2025-05-30
3000660,100040,200060,INFLOW,10319.63,2025-07-06
3000661,100007,200003,INFLOW,10492.42,2026-01-19
3000662,100003,200056,INFLOW,9608.72,2026-04-05
3000663,100030,200015,OUTFLOW,1562.76,2026-04-30
3000664,100002,200020,OUTFLOW,5550.34,2025-07-11
3000665,100091,200050,INFLOW,2963.21,2025-02-10
3000666,100019,200020,OUTFLOW,6371.4,2025-12-19
3000667,100048,200047,INFLOW,598.44,2025-05-23
3000668,100041,200013,OUTFLOW,4918.64,2025-08-28
3000669,100039,200003,OUTFLOW,13643.38,2026-04-22
3000670,100041,200022,INFLOW,4936.24,2025-05-28
3000671,100002,200051,INFLOW,9606.25,2024-07-29
3000672,100088,200057,OUTFLOW,1168.38,2026-05-26
3000673,100026,200056,OUTFLOW,14555.99,2025-11-08
3000674,100008,200074,OUTFLOW,7589.08,2026-05-22
3000675,100006,200041,INFLOW,10900.83,2024-10-12
3000676,100028,200034,OUTFLOW,9061.44,2025-06-10
3000677,100044,200070,INFLOW,14185.6,2025-10-28
3000678,100051,200050,OUTFLOW,4609.59,2025-01-26
3000679,100070,200035,OUTFLOW,4180.64,2024-07-10
3000680,100091,200013,INFLOW,4647.58,2026-01-29
3000681,100080,200083,OUTFLOW,1447.77,2026-06-06
3000682,100055,200070,OUTFLOW,12777.88,2024-12-03
3000683,100043,200089,INFLOW,8763.31,2026-05-31
3000684,100053,200013,INFLOW,2205.1,2026-03-31
3000685,100018,200032,OUTFLOW,12579.32,2025-06-29
3000686,100058,200041,INFLOW,3381.59,2025-04-04
3000687,100084,200032,OUTFLOW,3982.61,2024-12-15
3000688,100042,200005,INFLOW,11410.06,2025-12-26
3000689,100010,200035,INFLOW,3647.81,2025-06-10
3000690,100059,200058,INFLOW,4660.38,2024-08-18
3000691,100036,200001,OUTFLOW,4366.09,2024-08-29
3000692,100048,200003,INFLOW,9580.29,2024-12-31
3000693,100042,200048,OUTFLOW,12527.99,2025-09-07
3000694,100074,200087,OUTFLOW,10464.16,2025-10-26
3000695,100100,200008,OUTFLOW,8311.88,2025-05-05
3000696,100081,200009,INFLOW,9584.91,2024-08-24
3000697,100090,200022,OUTFLOW,1996.45,2026-01-22
3000698,100046,200064,INFLOW,6717.22,2025-09-17
3000699,100091,200061,OUTFLOW,3962.96,2026-04-24
3000700,100055,200021,INFLOW,967.23,2025-05-28
3000701,100011,200054,OUTFLOW,8299.56,2025-12-05
3000702,100094,200038,OUTFLOW,3354.8,2026-05-20
3000703,100024,200049,OUTFLOW,7078.44,2026-05-27
3000704,100095,200096,INFLOW,7651.72,2025-12-24
3000705,100069,200006,INFLOW,12415.1,2025-06-16
3000706,100009,200090,OUTFLOW,2960.41,2025-02-16
3000707,100086,200035,INFLOW,10159.56,2026-03-04
3000708,100078,200015,INFLOW,598.57,2026-01-03
3000709,100096,200006,OUTFLOW,13509.1,2025-06-27
3000710,100030,200098,OUTFLOW,11338.55,2025-06-09
3000711,100062,200093,OUTFLOW,11560.13,2026-05-23
3000712,100040,200094,INFLOW,3150.4,2025-05-29
3000713,100010,200065,OUTFLOW,12459.71,2026-06-15
3000714,100042,200061,OUTFLOW,3759.85,2024-08-12
3000715,100091,200036,INFLOW,3330.71,2024-09-29
3000716,100054,200089,OUTFLOW,2790.82,2024-12-28
3000717,100023,200028,INFLOW,11894.13,2025-01-05
3000718,100075,200051,OUTFLOW,3315.73,2025-03-23
3000719,100019,200078,OUTFLOW,9594.66,2026-04-10
3000720,100079,200019,INFLOW,9056.15,2026-05-23
3000721,100078,200006,OUTFLOW,3089.76,2025-12-10
3000722,100085,200075,INFLOW,6877.78,2025-04-21
3000723,100030,200076,OUTFLOW,12139.39,2026-07-02
3000724,100016,200084,INFLOW,2669.26,2026-02-17
3000725,100035,200010,INFLOW,13181.74,2025-01-15
3000726,100090,200090,INFLOW,4264.94,2026-06-07
3000727,100044,200056,INFLOW,7027.12,2025-05-21
3000728,100031,200027,INFLOW,9772.09,2026-04-07
3000729,100007,200087,INFLOW,7016.51,2024-12-05
3000730,100060,200028,OUTFLOW,4073.8,2025-09-12
3000731,100072,200046,INFLOW,11921.21,2026-05-14
3000732,100056,200040,OUTFLOW,12881.21,2025-02-05
3000733,100080,200067,INFLOW,3643.88,2025-05-30
3000734,100070,200079,INFLOW,14448.52,2024-07-02
3000735,100081,200092,INFLOW,13442.77,2025-08-14
3000736,100087,200061,INFLOW,6931.45,2026-04-06
3000737,100051,200015,OUTFLOW,8248.77,2026-02-10
3000738,100028,200080,INFLOW,12469.46,2026-01-01
3000739,100033,200019,INFLOW,14447.64,2025-09-23
3000740,100017,200087,INFLOW,4459.05,2026-08-09
3000741,100012,200096,INFLOW,3308.55,2026-03-17
3000742,100013,200019,INFLOW,3222.24,2024-10-18
3000743,100067,200035,OUTFLOW,4171.32,2024-10-12
3000744,100044,200100,INFLOW,12517.11,2026-06-10
3000745,100085,200098,OUTFLOW,9722.2,2025-01-16
3000746,100015,200002,OUTFLOW,5886.29,2024-11-26
3000747,100080,200074,OUTFLOW,10804.56,2026-08-12
3000748,100100,200029,OUTFLOW,13965.26,2026-01-09
3000749,100027,200001,INFLOW,8426.1,2026-03-19
3000750,100091,200066,INFLOW,5529.86,2025-07-11
3000751,100081,200066,OUTFLOW,14819.26,2024-11-22
3000752,100047,200096,INFLOW,12517.11,2026-01-20
3000753,100072,200062,OUTFLOW,4704.64,2024-08-20
3000754,100025,200026,OUTFLOW,3490.54,2024-07-03
3000755,100088,200037,INFLOW,4067.98,2026-04-05
3000756,100016,200097,INFLOW,14165.27,2026-06-21
3000757,100012,200015,OUTFLOW,4204.47,2026-01-23
3000758,100037,200030,OUTFLOW,6386.3,2025-07-02
3000759,100084,200028,OUTFLOW,7761.43,2025-07-04
3000760,100082,200008,INFLOW,14505.14,2025-09-29
3000761,100056,200026,OUTFLOW,1857.19,2024-07-22
3000762,100052,200011,INFLOW,8726.89,2025-01-03
3000763,100039,200027,INFLOW,4792.67,2025-09-16
3000764,100034,200089,OUTFLOW,4439.98,2026-06-04
3000765,100025,200093,INFLOW,11978.31,2024-09-05
3000766,100015,200018,OUTFLOW,4728.45,2025-06-26
3000767,100061,200093,INFLOW,13897.99,2025-05-27
3000768,100018,200040,OUTFLOW,3849.21,2026-04-16
3000769,100020,200054,INFLOW,1172.15,2025-11-02
3000770,100027,200031,OUTFLOW,1251.13,2025-08-12
3000771,100079,200055,OUTFLOW,2618.78,2024-07-23
3000772,100007,200001,INFLOW,1700.08,2025-01-03
3000773,100026,200020,INFLOW,3793.16,2024-07-06
3000774,100049,200008,INFLOW,3791.49,2026-02-03
3000775,100073,200034,OUTFLOW,9703.18,2025-03-04
3000776,100027,200060,INFLOW,1422.78,2025-04-14
3000777,100010,200098,OUTFLOW,1122.43,2026-04-10
3000778,100009,200036,INFLOW,9898.05,2024-09-15
3000779,100074,200032,INFLOW,11186.08,2025-10-25
3000780,100056,200011,INFLOW,8435.6,2026-02-12
3000781,100065,200012,INFLOW,14227.06,2025-04-26
3000782,100059,200076,OUTFLOW,10592.02,2024-08-30
3000783,100095,200044,OUTFLOW,10423.28,2025-04-27
3000784,100064,200003,INFLOW,1496.42,2025-05-16
3000785,100050,200002,INFLOW,12169.21,2025-03-18
3000786,100063,200052,INFLOW,12171.38,2026-06-18
3000787,100032,200060,INFLOW,2106.75,2025-02-20
3000788,100090,200060,INFLOW,11234.37,2025-09-27
3000789,100057,200035,INFLOW,10268.87,2025-05-14
3000790,100021,200043,OUTFLOW,13820.3,2025-05-30
3000791,100093,200002,INFLOW,7353.38,2025-06-21
3000792,100046,200019,OUTFLOW,13117.67,2024-09-07
3000793,100068,200063,INFLOW,9332.54,2024-07-13
3000794,100071,200064,OUTFLOW,3490.54,2025-12-18
3000795,100043,200093,INFLOW,11734.03,2025-11-14
3000796,100032,200093,OUTFLOW,751.98,2025-02-13
3000797,100045,200014,INFLOW,4177.43,2024-08-27
3000798,100073,200089,OUTFLOW,13050.59,2024-12-12
3000799,100099,200071,INFLOW,4364.59,2025-02-15
3000800,100052,200063,INFLOW,12122.81,2025-12-21
3000801,100023,200029,OUTFLOW,7071.27,2024-08-19
3000802,100014,200029,OUTFLOW,13155.32,2024-11-28
3000803,100055,200055,OUTFLOW,1709.13,2026-03-22
3000804,100059,200051,OUTFLOW,5048.19,2024-12-08
3000805,100089,200003,OUTFLOW,10751.24,2024-12-06
3000806,100036,200089,INFLOW,10113.6,2025-09-08
3000807,100068,200052,INFLOW,3346.96,2024-10-08
3000808,100070,200040,INFLOW,7346.67,2025-01-13
3000809,100066,200018,OUTFLOW,2174.54,2025-11-13
3000810,100001,200068,OUTFLOW,11662.67,2024-07-05
3000811,100051,200052,INFLOW,13867.95,2025-01-12
3000812,100033,200099,OUTFLOW,8074.83,2026-07-04
3000813,100054,200011,INFLOW,3706.0,2026-01-14
3000814,100027,200063,INFLOW,10883.93,2025-11-30
3000815,100076,200013,OUTFLOW,4760.56,2025-08-30
3000816,100088,200042,INFLOW,14225.87,2025-09-09
3000817,100097,200010,INFLOW,1390.6,2025-10-10
3000818,100054,200043,INFLOW,2511.94,2026-06-07
3000819,100009,200089,OUTFLOW,8939.21,2026-05-24
3000820,100061,200040,OUTFLOW,12830.97,2026-04-24
3000821,100100,200057,OUTFLOW,10054.92,2025-10-31
3000822,100089,200059,OUTFLOW,673.79,2025-11-19
3000823,100070,200040,OUTFLOW,13899.63,2025-09-24
3000824,100081,200076,INFLOW,5127.46,2026-02-02
3000825,100060,200074,INFLOW,8222.25,2025-10-20
3000826,100073,200004,INFLOW,3035.64,2025-12-07
3000827,100003,200084,INFLOW,2355.13,2024-10-28
3000828,100018,200096,OUTFLOW,12766.63,2024-07-20
3000829,100028,200036,INFLOW,6571.79,2024-09-18
3000830,100054,200079,OUTFLOW,5242.63,2025-10-21
3000831,100078,200059,OUTFLOW,8819.87,2025-08-08
3000832,100079,200029,INFLOW,5463.28,2024-10-06
3000833,100025,200013,OUTFLOW,13872.29,2026-03-14
3000834,100092,200030,INFLOW,8404.16,2025-07-12
3000835,100100,200083,OUTFLOW,3129.8,2025-03-05
3000836,100071,200094,OUTFLOW,9443.62,2026-05-29
3000837,100033,200020,INFLOW,11155.37,2025-10-24
3000838,100001,200003,OUTFLOW,5670.45,2025-05-24
3000839,100044,200045,OUTFLOW,2415.32,2024-09-07
3000840,100031,200013,INFLOW,14032.54,2026-06-23
3000841,100089,200021,OUTFLOW,11338.01,2025-06-28
3000842,100093,200062,INFLOW,3161.98,2025-03-10
3000843,100080,200093,INFLOW,9074.57,2025-02-06
3000844,100057,200064,INFLOW,10961.04,2025-01-22
3000845,100074,200081,OUTFLOW,1854.69,2026-06-18
3000846,100093,200038,OUTFLOW,9226.93,2026-04-29
3000847,100067,200067,OUTFLOW,8104.33,2026-08-13
3000848,100083,200086,INFLOW,2093.7,2025-05-11
3000849,100069,200066,INFLOW,1955.76,2024-08-10
3000850,100098,200013,INFLOW,10298.21,2025-12-23
3000851,100056,200015,INFLOW,11377.16,2025-07-30
3000852,100076,200052,OUTFLOW,2977.95,2025-09-01
3000853,100035,200026,INFLOW,3377.08,2026-03-18
3000854,100023,200020,OUTFLOW,1725.52,2026-08-04
3000855,100045,200090,INFLOW,4116.18,2025-12-15
3000856,100032,200044,INFLOW,11612.81,2026-07-18
3000857,100008,200092,OUTFLOW,969.86,2024-07-07
3000858,100053,200002,INFLOW,5089.6,2026-01-25
3000859,100076,200077,OUTFLOW,11821.06,2025-05-03
3000860,100032,200014,INFLOW,5446.99,2025-01-21
3000861,100046,200083,OUTFLOW,8422.81,2026-06-26
3000862,100017,200094,OUTFLOW,5449.18,2025-03-06
3000863,100008,200004,INFLOW,2007.5,2025-07-31
3000864,100033,200025,OUTFLOW,12725.62,2024-11-19
3000865,100014,200078,OUTFLOW,2340.1,2025-05-13
3000866,100074,200069,OUTFLOW,6051.65,2024-09-16
3000867,100004,200014,OUTFLOW,4406.65,2025-06-24
3000868,100042,200021,INFLOW,12109.82,2026-06-12
3000869,100080,200002,OUTFLOW,12783.4,2025-08-31
3000870,100073,200005,INFLOW,3773.17,2026-07-07
3000871,100081,200098,INFLOW,14953.84,2025-01-17
3000872,100008,200067,INFLOW,6477.28,2026-03-10
3000873,100092,200057,INFLOW,13190.17,2026-01-05
3000874,100006,200014,OUTFLOW,6273.6,2026-05-06
3000875,100054,200055,OUTFLOW,13804.73,2025-04-22
3000876,100081,200054,INFLOW,1734.46,2026-01-19
3000877,100095,200074,OUTFLOW,1873.89,2025-03-13
3000878,100056,200032,INFLOW,14729.72,2025-10-03
3000879,100062,200007,INFLOW,10802.79,2026-06-28
3000880,100022,200068,INFLOW,6868.45,2025-05-16
3000881,100075,200042,OUTFLOW,9667.02,2026-02-07
3000882,100078,200088,INFLOW,8138.21,2026-05-03
3000883,100055,200062,INFLOW,6320.89,2024-11-03
3000884,100025,200039,OUTFLOW,3009.95,2024-12-13
3000885,100015,200001,INFLOW,5349.92,2024-08-20
3000886,100048,200002,INFLOW,1618.67,2026-06-24
3000887,100035,200063,OUTFLOW,674.1,2025-12-25
3000888,100015,200004,INFLOW,7089.28,2026-07-22
3000889,100049,200073,OUTFLOW,7746.69,2024-09-27
3000890,100028,200050,OUTFLOW,13858.69,2025-05-19
3000891,100058,200061,INFLOW,6078.66,2026-07-22
3000892,100027,200068,INFLOW,4521.31,2026-02-20
3000893,100022,200080,OUTFLOW,7775.05,2026-03-04
3000894,100024,200081,INFLOW,11244.28,2025-04-14
3000895,100069,200020,INFLOW,10865.02,2025-06-19
3000896,100036,200020,INFLOW,12909.35,2025-08-30
3000897,100067,200099,OUTFLOW,3956.04,2025-09-21
3000898,100003,200004,OUTFLOW,14734.77,2025-04-29
3000899,100009,200016,OUTFLOW,9451.26,2025-04-28
3000900,100065,200021,OUTFLOW,4567.73,2024-08-27
3000901,100009,200044,INFLOW,12745.07,2024-09-05
3000902,100077,200032,INFLOW,890.27,2025-09-16
3000903,100071,200081,OUTFLOW,8025.03,2025-08-31
3000904,100083,200023,OUTFLOW,11147.33,2026-03-18
3000905,100092,200096,INFLOW,5212.16,2024-09-28
3000906,100076,200073,INFLOW,517.63,2025-11-04
3000907,100068,200041,INFLOW,14019.69,2026-08-11
3000908,100088,200001,INFLOW,7972.73,2024-12-19
3000909,100076,200020,INFLOW,14398.14,2025-02-09
3000910,100036,200072,OUTFLOW,10926.59,2025-05-10
3000911,100079,200061,OUTFLOW,5570.29,2025-10-04
3000912,100029,200089,INFLOW,9168.97,2025-08-15
3000913,100034,200059,OUTFLOW,10983.77,2026-07-08
3000914,100044,200097,INFLOW,6123.72,2026-01-21
3000915,100094,200056,OUTFLOW,9821.71,2025-03-08
3000916,100001,200090,INFLOW,7490.43,2025-07-23
3000917,100075,200090,OUTFLOW,6892.28,2025-04-16
3000918,100017,200018,INFLOW,6528.23,2024-07-02
3000919,100019,200049,OUTFLOW,4024.54,2025-03-29
3000920,100021,200052,OUTFLOW,3539.26,2025-10-20
3000921,100008,200082,OUTFLOW,2728.77,2026-03-25
3000922,100077,200075,OUTFLOW,10048.5,2025-12-01
3000923,100038,200001,OUTFLOW,7716.3,2024-09-30
3000924,100023,200077,OUTFLOW,6109.65,2025-12-21
3000925,100092,200003,INFLOW,11485.46,2025-02-20
3000926,100058,200083,OUTFLOW,10442.29,2026-07-17
3000927,100013,200041,OUTFLOW,3298.06,2025-07-30
3000928,100030,200030,INFLOW,963.95,2025-10-18
3000929,100040,200092,INFLOW,12319.53,2024-12-25
3000930,100038,200082,OUTFLOW,7991.65,2026-01-17
3000931,100077,200093,INFLOW,10472.38,2024-10-26
3000932,100057,200062,INFLOW,7319.85,2024-08-23
3000933,100027,200033,INFLOW,3248.56,2025-12-15
3000934,100009,200099,OUTFLOW,12710.16,2024-08-29
3000935,100001,200065,INFLOW,1649.52,2025-03-30
3000936,100034,200094,INFLOW,8081.02,2026-02-03
3000937,100071,200017,OUTFLOW,3791.67,2024-11-04
3000938,100086,200020,OUTFLOW,2852.94,2026-05-21
3000939,100002,200076,INFLOW,8406.38,2026-07-24
3000940,100056,200079,INFLOW,8948.31,2024-07-22
3000941,100036,200056,OUTFLOW,13060.32,2025-05-10
3000942,100040,200057,INFLOW,13198.85,2025-04-13
3000943,100046,200077,INFLOW,4022.0,2026-02-02
3000944,100095,200071,INFLOW,8997.21,2025-02-22
3000945,100012,200069,OUTFLOW,10819.83,2025-01-22
3000946,100089,200001,INFLOW,14004.09,2024-10-29
3000947,100079,200067,INFLOW,12761.11,2026-04-06
3000948,100050,200051,INFLOW,4514.13,2026-06-22
3000949,100056,200042,INFLOW,14051.78,2026-08-04
3000950,100052,200043,OUTFLOW,9231.01,2025-12-04
3000951,100054,200092,INFLOW,13594.4,2026-08-02
3000952,100003,200014,INFLOW,7628.05,2025-10-23
3000953,100074,200005,OUTFLOW,2663.23,2025-05-30
3000954,100001,200067,OUTFLOW,14563.89,2026-01-26
3000955,100026,200051,OUTFLOW,13305.49,2024-07-17
3000956,100043,200070,INFLOW,8932.01,2026-06-11
3000957,100046,200045,OUTFLOW,3902.5,2026-07-28
3000958,100062,200013,OUTFLOW,9181.42,2025-07-12
